State,Population_Density,College_Educated_Share,11,21,22,23,31-33,42,44-45,48-49,51,52,53,54,55,56,61,62,71,72,81,99
South Carolina,146.9987196,0.315482053,0.0010040421,0.000273428339,0.00250969139,0.0260689503,0.0700194518,0.0209267869,0.072791535,0.0223684247,0.00856043153,0.0188980093,0.00782016086,0.0273833929,0.00897209155,0.0382427194,0.00910452909,0.0698216232,0.00819678011,0.0639709189,0.0227395257,4.11E-05
South Dakota,5.136041807,0.399819846,0.000383537275,0.000988764534,0.00311182016,0.0327638757,0.0615033301,0.0262845439,0.0728489611,0.0153265303,0.00753201924,0.0317778313,0.00587546463,0.018028972,0.0102548619,0.0163601769,0.00841605906,0.0991076638,0.0101147756,0.055485059,0.0200813045,1.50E-05
Tennessee,118.3707052,0.325570468,0.000297876033,0.000406295508,0.000289180273,0.0250987385,0.0643724908,0.021408961,0.0623276921,0.0329563752,0.00837549698,0.0214039656,0.00752035224,0.0231869664,0.0197469608,0.0374755802,0.0123265173,0.0776616472,0.00772516514,0.05589616,0.020996745,4.81E-05
Texas,100.8555898,0.295620679,0.000301987509,0.00671966812,0.00251773679,0.0332341348,0.038706326,0.0241152649,0.0628489944,0.0267974684,0.0117946686,0.0259546392,0.010150184,0.0367405021,0.0149966237,0.0337010923,0.00997771121,0.0747947254,0.0071473732,0.0580642239,0.021178561,4.21E-05
Utah,35.06620964,0.363309147,0.000200889193,0.003149286,0.00147437682,0.0399626767,0.0520424329,0.0224821055,0.0624619096,0.0234926174,0.0210369879,0.027654913,0.00945677849,0.0382010605,0.009082832,0.0333422538,0.0209092466,0.0572234473,0.00914099353,0.0482954748,0.0202041719,2.57E-05
Vermont,17.62489601,0.544247332,0.000799666505,0.000992067469,0.00229879068,0.0297800616,0.0603758232,0.0194345015,0.0734290261,0.0115260202,0.0126002589,0.0188492819,0.00638129863,0.0263649445,0.00377586891,0.0163220151,0.0272006862,0.0972667038,0.0125060626,0.0612937361,0.0183562544,1.60E-05
Virginia,148.4422209,0.427855316,0.000565505817,0.000630051229,0.00194780447,0.0288630942,0.0361150645,0.0150374671,0.0630406228,0.0194724704,0.013264082,0.0234767796,0.00867622349,0.0765711013,0.0133308278,0.0344289623,0.011666143,0.0690851539,0.00812303998,0.0509304368,0.0243202708,2.20E-05
Washington,102.661926,0.308365665,0.00244383201,0.000274276228,0.00171516807,0.037824267,0.0439432635,0.022615633,0.0587998925,0.0200709591,0.0312032868,0.0178336047,0.0103002537,0.0384740038,0.0224163462,0.0264349552,0.0094055174,0.0776982438,0.00997307402,0.04890352,0.0195633255,4.78E-05
West Virginia,30.00792406,0.301921502,0.000607097836,0.0163755407,0.0049666475,0.0242081446,0.0447083515,0.0153318249,0.0753019152,0.0157561304,0.00636647683,0.0148810003,0.00500737326,0.0209728151,0.00460106285,0.0259044195,0.00709669904,0.129774976,0.00612496365,0.060190767,0.0205882882,1.33E-05
Wisconsin,70.61469403,0.325802932,0.000684732354,0.000365389062,0.0021647466,0.0252634483,0.0947528662,0.0239777393,0.0611980038,0.0229659232,0.0099081764,0.0240087011,0.00571404188,0.0234851289,0.0144206618,0.0249722882,0.0112643434,0.0803067998,0.00837933775,0.0461735866,0.0197054063,2.64E-05
Wyoming,1.849703005,0.312884226,0.000333383995,0.0291563914,0.00607200114,0.0422735808,0.0247856292,0.0161544156,0.0788011904,0.023381004,0.00966568449,0.0172869407,0.011947894,0.0297765837,0.00121096833,0.0179439032,0.0049860518,0.0823213331,0.0130755164,0.0693830925,0.0206011698,0.000348092112
